anio,periodo,dimension,categoria,conteo,porcentaje,total_anual
2025,anual,modalidad,balazo,6.0,2.64,227
2025,anual,modalidad,corte,2.0,0.88,227
2025,anual,modalidad,empujones,7.0,3.08,227
2025,anual,modalidad,estrangulamiento,2.0,0.88,227
2025,anual,modalidad,fuego_calcinamiento,2.0,0.88,227
2025,anual,modalidad,golpes,90.0,39.65,227
2025,anual,modalidad,lesiones_autoinfligidas,26.0,11.45,227
2025,anual,modalidad,muerte_estructural,53.0,23.35,227
2025,anual,modalidad,otra,24.0,10.57,227
2025,anual,modalidad,privacion_libertad,4.0,1.76,227
2025,anual,modalidad,puñalada,7.0,3.08,227
2025,anual,modalidad,sin_dato,2.0,0.88,227
2025,anual,provincia,Buenos Aires,60.0,26.91,227
2025,anual,provincia,CABA,97.0,43.5,227
2025,anual,provincia,Catamarca,2.0,0.9,227
2025,anual,provincia,Chaco,3.0,1.35,227
2025,anual,provincia,Chubut,1.0,0.45,227
2025,anual,provincia,Corrientes,4.0,1.79,227
2025,anual,provincia,Córdoba,9.0,4.04,227
2025,anual,provincia,Entre Ríos,3.0,1.35,227
2025,anual,provincia,La Pampa,1.0,0.45,227
2025,anual,provincia,Mendoza,2.0,0.9,227
2025,anual,provincia,Misiones,1.0,0.45,227
2025,anual,provincia,Neuquén,6.0,2.69,227
2025,anual,provincia,Río Negro,2.0,0.9,227
2025,anual,provincia,Salta,4.0,1.79,227
2025,anual,provincia,San Juan,2.0,0.9,227
2025,anual,provincia,San Luis,1.0,0.45,227
2025,anual,provincia,Santa Cruz,1.0,0.45,227
2025,anual,provincia,Santa Fe,10.0,4.48,227
2025,anual,provincia,Santiago del Estero,4.0,1.79,227
2025,anual,provincia,Tierra del Fuego,1.0,0.45,227
2025,anual,provincia,Tucumán,4.0,1.79,227
2025,anual,provincia,sin_dato,5.0,2.24,227
2025,anual,rango_etario,10-19,,2.97,227
2025,anual,rango_etario,20-29,,32.67,227
2025,anual,rango_etario,30-39,,23.76,227
2025,anual,rango_etario,40-49,,20.79,227
2025,anual,rango_etario,50-59,,12.87,227
2025,anual,rango_etario,60-69,,5.94,227
2025,anual,rango_etario,70-79,,0.99,227
2025,anual,tipo_muerte,asesinato,16.0,20.0,227
2025,anual,tipo_muerte,muerte_estructural,53.0,66.25,227
2025,anual,tipo_muerte,suicidio,11.0,13.75,227
2025,anual,tipo_violacion,derecho_a_la_vida,80.0,35.24,227
2025,anual,tipo_violacion,violencia_fisica,147.0,64.76,227
2025,anual,vinculo_agresor,cliente_trabajo_sexual,4.0,3.77,227
2025,anual,vinculo_agresor,conocido,18.0,16.98,227
2025,anual,vinculo_agresor,desconocido,46.0,43.4,227
2025,anual,vinculo_agresor,familiar,1.0,0.94,227
2025,anual,vinculo_agresor,pareja_expareja,6.0,5.66,227
2025,anual,vinculo_agresor,si_mismo,26.0,24.53,227
2025,anual,vinculo_agresor,sin_dato,5.0,4.72,227
